id,<=3,Ejercicio,O1,O2,O3,O4,O5,Respuesta,W1,W2,W3,W4,Contenido,Molde,Or_Dificultad,Dificultad,Habilidad,aux_n1,aux_n2,aux_n3,aux_n4,aux_n5,aux_n6,aux_n7,aux_n8,aux_n9,aux_n10,aux_n11,aux_n12,aux_n13,aux_n14,aux_n15,aux_n16,aux_n17,aux_n18,aux_n19,aux_n20,aux_n21,aux_n22,aux_n23,aux_n24,aux_n25,aux_n26,aux_n27,aux_n28,aux_n29,aux_n30,aux_n31,aux_n32,aux_n33,aux_n34,aux_n35,aux_n36,aux_n37,aux_n38,aux_n39,aux_n40,aux_n41,aux_n42,3,4,5,6,7,8,9,10,excercise_id,
6276,,"Respecto a `7 + 7.4`, se puede afirmar que:",I. Es equivalente a `7.4 + 7`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Opuesto,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.2,320,Aplicar,7,7.4,Elemento Opuesto,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6276,
6277,,"Respecto a `7.5 + 9`, se puede afirmar que:",I. Es equivalente a `9 + 7.5`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Neutro,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.2,320,Aplicar,7.5,9,Elemento Neutro,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6277,
6278,,"Respecto a `3.3 + 9.8`, se puede afirmar que:",I. Es equivalente a `9.8 + 3.3`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Opuesto,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.2,320,Aplicar,3.3,9.8,Elemento Opuesto,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6278,
6279,,"Respecto a `6.2 + 4.2`, se puede afirmar que:",I. Es equivalente a `4.2 + 6.2`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Neutro,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.2,320,Aplicar,6.2,4.2,Elemento Neutro,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6279,
6280,,"Respecto a `9.5 + 8.8`, se puede afirmar que:",I. Es equivalente a `8.8 + 9.5`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Clausura,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.2,320,Aplicar,9.5,8.8,Clausura,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6280,
6281,,"Respecto a `0.2 + -2`, se puede afirmar que:",I. Es equivalente a `-2 + 0.2`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Opuesto,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.4,440,Aplicar,0.2,-2,Elemento Opuesto,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,0.2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6281,
6282,,"Respecto a `4.5 + -4.4`, se puede afirmar que:",I. Es equivalente a `-4.4 + 4.5`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Neutro,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.4,440,Aplicar,4.5,-4.4,Elemento Neutro,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,4.5,4.4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6282,
6283,,"Respecto a `-4.7 + 6.4`, se puede afirmar que:",I. Es equivalente a `6.4 + -4.7`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Opuesto,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.4,440,Aplicar,-4.7,6.4,Elemento Opuesto,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,4.7,6.4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6283,
6284,,"Respecto a `-1.1 + 7.5`, se puede afirmar que:",I. Es equivalente a `7.5 + -1.1`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Clausura,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.4,440,Aplicar,-1.1,7.5,Clausura,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,1.1,7.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6284,
6285,,"Respecto a `3 + 3.9`, se puede afirmar que:",I. Es equivalente a `3.9 + 3`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Asociativa,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.4,440,Aplicar,3,3.9,Asociativa,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,3,3.9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6285,
6286,,"Respecto a `-4.6 + -6.3`, se puede afirmar que:",I. Es equivalente a `-6.3 + -4.6`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Opuesto,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.4,440,Aplicar,-4.6,-6.3,Elemento Opuesto,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,4.6,6.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6286,
6287,,"Respecto a `-1.3 + -2.5`, se puede afirmar que:",I. Es equivalente a `-2.5 + -1.3`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Opuesto,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.4,440,Aplicar,-1.3,-2.5,Elemento Opuesto,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,1.3,2.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6287,
6288,,"Respecto a `2 + 4.4`, se puede afirmar que:",I. Es equivalente a `4.4 + 2`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Opuesto,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.4,440,Aplicar,2,4.4,Elemento Opuesto,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,2,4.4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6288,
6289,,"Respecto a `6.6 + 4.1`, se puede afirmar que:",I. Es equivalente a `4.1 + 6.6`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Opuesto,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.4,440,Aplicar,6.6,4.1,Elemento Opuesto,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,6.6,4.1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6289,
6290,,"Respecto a `6.4 + -6`, se puede afirmar que:",I. Es equivalente a `-6 + 6.4`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Clausura,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.4,440,Aplicar,6.4,-6,Clausura,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,6.4,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6290,
6291,,"Respecto a `22/10 + 37/10`, se puede afirmar que:",I. Es equivalente a `37/10 + 22/10`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Neutro,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.6,560,Aplicar,22/10,37/10,Elemento Neutro,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,22,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6291,
6292,,"Respecto a `88/9 + 89/9`, se puede afirmar que:",I. Es equivalente a `89/9 + 88/9`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Opuesto,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.6,560,Aplicar,88/9,89/9,Elemento Opuesto,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,88,89,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6292,
6293,,"Respecto a `93/6 + 31/6`, se puede afirmar que:",I. Es equivalente a `31/6 + 93/6`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Neutro,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.6,560,Aplicar,93/6,31/6,Elemento Neutro,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,93,31,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6293,
6294,,"Respecto a `14/9 + 51/9`, se puede afirmar que:",I. Es equivalente a `51/9 + 14/9`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Asociativa,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.6,560,Aplicar,14/9,51/9,Asociativa,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,14,51,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6294,
6295,,"Respecto a `65/5 + 94/5`, se puede afirmar que:",I. Es equivalente a `94/5 + 65/5`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Asociativa,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.6,560,Aplicar,65/5,94/5,Asociativa,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,65,94,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6295,
6296,,"Respecto a `94/7 + 99/7`, se puede afirmar que:",I. Es equivalente a `99/7 + 94/7`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Asociativa,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.6,560,Aplicar,94/7,99/7,Asociativa,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,94,99,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6296,
6297,,"Respecto a `70/5 + 24/5`, se puede afirmar que:",I. Es equivalente a `24/5 + 70/5`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Opuesto,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.6,560,Aplicar,70/5,24/5,Elemento Opuesto,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,70,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6297,
6298,,"Respecto a `37/8 + 88/8`, se puede afirmar que:",I. Es equivalente a `88/8 + 37/8`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Opuesto,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.6,560,Aplicar,37/8,88/8,Elemento Opuesto,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,37,88,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6298,
6299,,"Respecto a `86/2 + 46/2`, se puede afirmar que:",I. Es equivalente a `46/2 + 86/2`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Asociativa,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.6,560,Aplicar,86/2,46/2,Asociativa,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,86,46,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6299,
6300,,"Respecto a `94/7 + 38/7`, se puede afirmar que:",I. Es equivalente a `38/7 + 94/7`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Neutro,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.6,560,Aplicar,94/7,38/7,Elemento Neutro,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,94,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6300,
6301,,"Respecto a `-8/6 + -69/6`, se puede afirmar que:",I. Es equivalente a `-69/6 + -8/6`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Opuesto,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.8,680,Aplicar,-8/6,-69/6,Elemento Opuesto,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,-8,-69,6,8,69,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6301,
6302,,"Respecto a `41/9 + 84/9`, se puede afirmar que:",I. Es equivalente a `84/9 + 41/9`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Asociativa,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.8,680,Aplicar,41/9,84/9,Asociativa,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,41,84,9,41,84,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6302,
6303,,"Respecto a `97/7 + -27/7`, se puede afirmar que:",I. Es equivalente a `-27/7 + 97/7`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Asociativa,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.8,680,Aplicar,97/7,-27/7,Asociativa,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,97,-27,7,97,27,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6303,
6304,,"Respecto a `-63/7 + 40/7`, se puede afirmar que:",I. Es equivalente a `40/7 + -63/7`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Neutro,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.8,680,Aplicar,-63/7,40/7,Elemento Neutro,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,-63,40,7,63,40,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6304,
6305,,"Respecto a `85/6 + -29/6`, se puede afirmar que:",I. Es equivalente a `-29/6 + 85/6`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Asociativa,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.8,680,Aplicar,85/6,-29/6,Asociativa,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,85,-29,6,85,29,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6305,
6306,,"Respecto a `22/4 + 23/4`, se puede afirmar que:",I. Es equivalente a `23/4 + 22/4`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Opuesto,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.8,680,Aplicar,22/4,23/4,Elemento Opuesto,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,22,23,4,22,23,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6306,
6307,,"Respecto a `-8/7 + 39/7`, se puede afirmar que:",I. Es equivalente a `39/7 + -8/7`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Opuesto,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.8,680,Aplicar,-8/7,39/7,Elemento Opuesto,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,-8,39,7,8,39,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6307,
6308,,"Respecto a `-70/3 + 72/3`, se puede afirmar que:",I. Es equivalente a `72/3 + -70/3`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Asociativa,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.8,680,Aplicar,-70/3,72/3,Asociativa,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,-70,72,3,70,72,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6308,
6309,,"Respecto a `69/2 + 3/2`, se puede afirmar que:",I. Es equivalente a `3/2 + 69/2`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Opuesto,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.8,680,Aplicar,69/2,3/2,Elemento Opuesto,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,69,3,2,69,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6309,
6310,,"Respecto a `54/7 + -5/7`, se puede afirmar que:",I. Es equivalente a `-5/7 + 54/7`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Opuesto,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,0.8,680,Aplicar,54/7,-5/7,Elemento Opuesto,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,54,-5,7,54,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6310,
6311,,"Respecto a `4 + -9/80`, se puede afirmar que:",I. Es equivalente a `-9/80 + 4`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Neutro,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,1,800,Aplicar,4,-9/80,Elemento Neutro,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,-80,-9,2,80,9,0,0,4,-1.5,4,1.5,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6311,
6312,,"Respecto a `4.7 + -8.2`, se puede afirmar que:",I. Es equivalente a `-8.2 + 4.7`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Clausura,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,1,800,Aplicar,4.7,-8.2,Clausura,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,-12,65,6,12,65,0,1,4.70,-8.2,4.7,8.2,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6312,
6313,,"Respecto a `-80/4 + -2.9`, se puede afirmar que:",I. Es equivalente a `-2.9 + -80/4`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Asociativa,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,1,800,Aplicar,-80/4,-2.9,Asociativa,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,-80,50,4,80,50,0,1,-3.7,-2.9,3.7,2.9,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6313,
6314,,"Respecto a `-8.6 + -14/64`, se puede afirmar que:",I. Es equivalente a `-14/64 + -8.6`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Clausura,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,1,800,Aplicar,-8.6,-14/64,Clausura,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,-64,-14,3,64,14,0,0,-8.6,-6.4,8.6,6.4,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6314,
6315,,"Respecto a `24/7 + -0.5`, se puede afirmar que:",I. Es equivalente a `-0.5 + 24/7`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Opuesto,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,1,800,Aplicar,24/7,-0.5,Elemento Opuesto,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,24,-91,7,24,91,1,0,9.7,-0.5,9.7,0.5,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6315,
6316,,"Respecto a `-9 + -59/71`, se puede afirmar que:",I. Es equivalente a `-59/71 + -9`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Asociativa,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,1,800,Aplicar,-9,-59/71,Asociativa,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,71,-59,6,71,59,1,0,-9,2.3,9,2.3,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6316,
6317,,"Respecto a `83/2 + -76/83`, se puede afirmar que:",I. Es equivalente a `-76/83 + 83/2`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Neutro,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,1,800,Aplicar,83/2,-76/83,Elemento Neutro,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,83,-76,2,83,76,1,0,8.5,-3.6,8.5,3.6,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6317,
6318,,"Respecto a `-3.7 + -1/3`, se puede afirmar que:",I. Es equivalente a `-1/3 + -3.7`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Opuesto,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,1,800,Aplicar,-3.7,-1/3,Elemento Opuesto,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,3,-1,8,3,1,1,0,-3.7,-3.7,3.7,3.7,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6318,
6319,,"Respecto a `70/7 + 71/70`, se puede afirmar que:",I. Es equivalente a `71/70 + 70/7`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Elemento Neutro,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,1,800,Aplicar,70/7,71/70,Elemento Neutro,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,70,71,7,70,71,1,1,-2,7.5,2,7.5,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6319,
6320,,"Respecto a `-3.5 + 14/99`, se puede afirmar que:",I. Es equivalente a `14/99 + -3.5`,II. Corresponde a la propiedad Conmutativa,III. Corresponde a la propiedad Asociativa,,,I y II,I y III,II y III,"I, II y III",Ninguna de las anteriores,36,B,1,800,Aplicar,-3.5,14/99,Asociativa,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,-99,14,9,99,14,0,1,-3.5,-7.1,3.5,7.1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320,
6321,,¿Qué aseveración es cierta?,I. `0.6 + 8.6  = 8.6 + 0.6` ,II. I corresponde a la propiedad Elemento Neutro,III. I corresponde a la propiedad Conmutativa,,,I y III,I y II,II y III,"I, II y III",Ninguna de las anteriores,36,C,0.2,480,Analizar,0.6,8.6,6.7,Elemento Neutro,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6321,
6322,,¿Qué aseveración es cierta?,I. `7.6 + 7.3  = 7.3 + 7.6` ,II. I corresponde a la propiedad Elemento Neutro,III. I corresponde a la propiedad Conmutativa,,,I y III,I y II,II y III,"I, II y III",Ninguna de las anteriores,36,C,0.2,480,Analizar,7.6,7.3,9.7,Elemento Neutro,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6322,
6323,,¿Qué aseveración es cierta?,I. `0.2 + 3.4  = 3.4 + 0.2` ,II. I corresponde a la propiedad Elemento Neutro,III. I corresponde a la propiedad Conmutativa,,,I y III,I y II,II y III,"I, II y III",Ninguna de las anteriores,36,C,0.2,480,Analizar,0.2,3.4,0.2,Elemento Neutro,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6323,
6324,,¿Qué aseveración es cierta?,I. `9.2 + 4.6  = 4.6 + 9.2` ,II. I corresponde a la propiedad Clausura,III. I corresponde a la propiedad Conmutativa,,,I y III,I y II,II y III,"I, II y III",Ninguna de las anteriores,36,C,0.2,480,Analizar,9.2,4.6,6.2,Clausura,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6324,
6325,,¿Qué aseveración es cierta?,I. `2.1 + 3.1  = 3.1 + 2.1` ,II. I corresponde a la propiedad Asociativa,III. I corresponde a la propiedad Conmutativa,,,I y III,I y II,II y III,"I, II y III",Ninguna de las anteriores,36,C,0.2,480,Analizar,2.1,3.1,6.9,Asociativa,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6325,
6326,,¿Qué aseveración es cierta?,I. `1.2 + 3.2  = 3.2 + 1.2` ,II. I corresponde a la propiedad Elemento Neutro,III. I corresponde a la propiedad Conmutativa,,,I y III,I y II,II y III,"I, II y III",Ninguna de las anteriores,36,C,0.2,480,Analizar,1.2,3.2,6.3,Elemento Neutro,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6326,
6327,,¿Qué aseveración es cierta?,I. `7.5 + 4.9  = 4.9 + 7.5` ,II. I corresponde a la propiedad Elemento Neutro,III. I corresponde a la propiedad Conmutativa,,,I y III,I y II,II y III,"I, II y III",Ninguna de las anteriores,36,C,0.2,480,Analizar,7.5,4.9,9.9,Elemento Neutro,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6327,
6328,,¿Qué aseveración es cierta?,I. `5 + 5.3  = 5.3 + 5` ,II. I corresponde a la propiedad Asociativa,III. I corresponde a la propiedad Conmutativa,,,I y III,I y II,II y III,"I, II y III",Ninguna de las anteriores,36,C,0.2,480,Analizar,5,5.3,3.6,Asociativa,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6328,
6329,,¿Qué aseveración es cierta?,I. `1.6 + 4  = 4 + 1.6` ,II. I corresponde a la propiedad Asociativa,III. I corresponde a la propiedad Conmutativa,,,I y III,I y II,II y III,"I, II y III",Ninguna de las anteriores,36,C,0.2,480,Analizar,1.6,4,5.4,Asociativa,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6329,
6330,,¿Qué aseveración es cierta?,I. `6.4 + 4.2  = 4.2 + 6.4` ,II. I corresponde a la propiedad Asociativa,III. I corresponde a la propiedad Conmutativa,,,I y III,I y II,II y III,"I, II y III",Ninguna de las anteriores,36,C,0.2,480,Analizar,6.4,4.2,9.5,Asociativa,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330,
6331,,¿Qué aseveración es cierta?,I. `1.5 + 4.8  = 4.8 + 1.5` ,II. I corresponde a la propiedad Asociativa,III. I corresponde a la propiedad Conmutativa,,,I y III,I y II,II y III,"I, II y III",Ninguna de las anteriores,36,C,0.4,610,Analizar,1.5,4.8,9.2,Asociativa,Elemento Neutro,Elemento Opuesto,Asociativa,Clausura,1.5,4.8,9.2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6331,
